folder,image,image_path,pedestrian_pixels,risk_level
DAVID-sim/m1596437/Labels/Video_015,v015_0319.png,DAVID-sim/m1596437/Labels/Video_015/v015_0319.png,2791,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0061.png,DAVID-sim/m1596437/Labels/Video_015/v015_0061.png,2139,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0277.png,DAVID-sim/m1596437/Labels/Video_015/v015_0277.png,1815,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0288.png,DAVID-sim/m1596437/Labels/Video_015/v015_0288.png,946,Low
DAVID-sim/m1596437/Labels/Video_015,v015_0340.png,DAVID-sim/m1596437/Labels/Video_015/v015_0340.png,6085,High
DAVID-sim/m1596437/Labels/Video_015,v015_0378.png,DAVID-sim/m1596437/Labels/Video_015/v015_0378.png,6742,High
DAVID-sim/m1596437/Labels/Video_015,v015_0370.png,DAVID-sim/m1596437/Labels/Video_015/v015_0370.png,7098,High
DAVID-sim/m1596437/Labels/Video_015,v015_0100.png,DAVID-sim/m1596437/Labels/Video_015/v015_0100.png,6653,High
DAVID-sim/m1596437/Labels/Video_015,v015_0267.png,DAVID-sim/m1596437/Labels/Video_015/v015_0267.png,1927,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0227.png,DAVID-sim/m1596437/Labels/Video_015/v015_0227.png,4550,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0282.png,DAVID-sim/m1596437/Labels/Video_015/v015_0282.png,1895,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0318.png,DAVID-sim/m1596437/Labels/Video_015/v015_0318.png,2555,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0046.png,DAVID-sim/m1596437/Labels/Video_015/v015_0046.png,813,Low
DAVID-sim/m1596437/Labels/Video_015,v015_0184.png,DAVID-sim/m1596437/Labels/Video_015/v015_0184.png,10481,High
DAVID-sim/m1596437/Labels/Video_015,v015_0034.png,DAVID-sim/m1596437/Labels/Video_015/v015_0034.png,738,Low
DAVID-sim/m1596437/Labels/Video_015,v015_0079.png,DAVID-sim/m1596437/Labels/Video_015/v015_0079.png,6595,High
DAVID-sim/m1596437/Labels/Video_015,v015_0000.png,DAVID-sim/m1596437/Labels/Video_015/v015_0000.png,8718,High
DAVID-sim/m1596437/Labels/Video_015,v015_0337.png,DAVID-sim/m1596437/Labels/Video_015/v015_0337.png,4064,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0186.png,DAVID-sim/m1596437/Labels/Video_015/v015_0186.png,9133,High
DAVID-sim/m1596437/Labels/Video_015,v015_0271.png,DAVID-sim/m1596437/Labels/Video_015/v015_0271.png,2160,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0344.png,DAVID-sim/m1596437/Labels/Video_015/v015_0344.png,2514,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0269.png,DAVID-sim/m1596437/Labels/Video_015/v015_0269.png,1550,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0080.png,DAVID-sim/m1596437/Labels/Video_015/v015_0080.png,6604,High
DAVID-sim/m1596437/Labels/Video_015,v015_0194.png,DAVID-sim/m1596437/Labels/Video_015/v015_0194.png,8214,High
DAVID-sim/m1596437/Labels/Video_015,v015_0004.png,DAVID-sim/m1596437/Labels/Video_015/v015_0004.png,4754,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0304.png,DAVID-sim/m1596437/Labels/Video_015/v015_0304.png,1350,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0110.png,DAVID-sim/m1596437/Labels/Video_015/v015_0110.png,6120,High
DAVID-sim/m1596437/Labels/Video_015,v015_0248.png,DAVID-sim/m1596437/Labels/Video_015/v015_0248.png,406,Low
DAVID-sim/m1596437/Labels/Video_015,v015_0328.png,DAVID-sim/m1596437/Labels/Video_015/v015_0328.png,2158,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0257.png,DAVID-sim/m1596437/Labels/Video_015/v015_0257.png,2064,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0207.png,DAVID-sim/m1596437/Labels/Video_015/v015_0207.png,7201,High
DAVID-sim/m1596437/Labels/Video_015,v015_0049.png,DAVID-sim/m1596437/Labels/Video_015/v015_0049.png,1007,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0045.png,DAVID-sim/m1596437/Labels/Video_015/v015_0045.png,782,Low
DAVID-sim/m1596437/Labels/Video_015,v015_0011.png,DAVID-sim/m1596437/Labels/Video_015/v015_0011.png,2327,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0350.png,DAVID-sim/m1596437/Labels/Video_015/v015_0350.png,2944,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0143.png,DAVID-sim/m1596437/Labels/Video_015/v015_0143.png,3076,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0168.png,DAVID-sim/m1596437/Labels/Video_015/v015_0168.png,8495,High
DAVID-sim/m1596437/Labels/Video_015,v015_0156.png,DAVID-sim/m1596437/Labels/Video_015/v015_0156.png,5530,High
DAVID-sim/m1596437/Labels/Video_015,v015_0314.png,DAVID-sim/m1596437/Labels/Video_015/v015_0314.png,1912,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0180.png,DAVID-sim/m1596437/Labels/Video_015/v015_0180.png,10573,High
DAVID-sim/m1596437/Labels/Video_015,v015_0086.png,DAVID-sim/m1596437/Labels/Video_015/v015_0086.png,6601,High
DAVID-sim/m1596437/Labels/Video_015,v015_0357.png,DAVID-sim/m1596437/Labels/Video_015/v015_0357.png,4690,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0043.png,DAVID-sim/m1596437/Labels/Video_015/v015_0043.png,746,Low
DAVID-sim/m1596437/Labels/Video_015,v015_0275.png,DAVID-sim/m1596437/Labels/Video_015/v015_0275.png,1897,Medium
DAVID-sim/m1596437/Labels/Video_015,v015_0179.png,DAVID-sim/m1596437/Labels/Video_015/v015_0179.png,10590,High
DAVID-sim/m1596437/Labels/Video_015,v015_0354.png,DAVID-sim/m1596437/Labels/Video_015/v015_0354.png,3903,Medium
DAVID-sim/m1596437/Labels/Video_016,v016_0192.png,DAVID-sim/m1596437/Labels/Video_016/v016_0192.png,160,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0130.png,DAVID-sim/m1596437/Labels/Video_016/v016_0130.png,284,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0166.png,DAVID-sim/m1596437/Labels/Video_016/v016_0166.png,278,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0265.png,DAVID-sim/m1596437/Labels/Video_016/v016_0265.png,69,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0127.png,DAVID-sim/m1596437/Labels/Video_016/v016_0127.png,263,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0061.png,DAVID-sim/m1596437/Labels/Video_016/v016_0061.png,388,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0253.png,DAVID-sim/m1596437/Labels/Video_016/v016_0253.png,74,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0126.png,DAVID-sim/m1596437/Labels/Video_016/v016_0126.png,258,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0324.png,DAVID-sim/m1596437/Labels/Video_016/v016_0324.png,113,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0212.png,DAVID-sim/m1596437/Labels/Video_016/v016_0212.png,117,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0060.png,DAVID-sim/m1596437/Labels/Video_016/v016_0060.png,396,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0058.png,DAVID-sim/m1596437/Labels/Video_016/v016_0058.png,413,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0218.png,DAVID-sim/m1596437/Labels/Video_016/v016_0218.png,141,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0086.png,DAVID-sim/m1596437/Labels/Video_016/v016_0086.png,367,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0223.png,DAVID-sim/m1596437/Labels/Video_016/v016_0223.png,109,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0014.png,DAVID-sim/m1596437/Labels/Video_016/v016_0014.png,583,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0095.png,DAVID-sim/m1596437/Labels/Video_016/v016_0095.png,248,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0059.png,DAVID-sim/m1596437/Labels/Video_016/v016_0059.png,398,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0010.png,DAVID-sim/m1596437/Labels/Video_016/v016_0010.png,532,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0290.png,DAVID-sim/m1596437/Labels/Video_016/v016_0290.png,74,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0249.png,DAVID-sim/m1596437/Labels/Video_016/v016_0249.png,104,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0068.png,DAVID-sim/m1596437/Labels/Video_016/v016_0068.png,531,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0102.png,DAVID-sim/m1596437/Labels/Video_016/v016_0102.png,328,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0135.png,DAVID-sim/m1596437/Labels/Video_016/v016_0135.png,291,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0267.png,DAVID-sim/m1596437/Labels/Video_016/v016_0267.png,94,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0292.png,DAVID-sim/m1596437/Labels/Video_016/v016_0292.png,68,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0105.png,DAVID-sim/m1596437/Labels/Video_016/v016_0105.png,371,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0308.png,DAVID-sim/m1596437/Labels/Video_016/v016_0308.png,107,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0174.png,DAVID-sim/m1596437/Labels/Video_016/v016_0174.png,198,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0083.png,DAVID-sim/m1596437/Labels/Video_016/v016_0083.png,405,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0188.png,DAVID-sim/m1596437/Labels/Video_016/v016_0188.png,182,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0031.png,DAVID-sim/m1596437/Labels/Video_016/v016_0031.png,2173,Medium
DAVID-sim/m1596437/Labels/Video_016,v016_0147.png,DAVID-sim/m1596437/Labels/Video_016/v016_0147.png,342,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0241.png,DAVID-sim/m1596437/Labels/Video_016/v016_0241.png,84,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0289.png,DAVID-sim/m1596437/Labels/Video_016/v016_0289.png,76,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0027.png,DAVID-sim/m1596437/Labels/Video_016/v016_0027.png,1327,Medium
DAVID-sim/m1596437/Labels/Video_016,v016_0277.png,DAVID-sim/m1596437/Labels/Video_016/v016_0277.png,59,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0209.png,DAVID-sim/m1596437/Labels/Video_016/v016_0209.png,112,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0003.png,DAVID-sim/m1596437/Labels/Video_016/v016_0003.png,660,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0302.png,DAVID-sim/m1596437/Labels/Video_016/v016_0302.png,97,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0304.png,DAVID-sim/m1596437/Labels/Video_016/v016_0304.png,109,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0023.png,DAVID-sim/m1596437/Labels/Video_016/v016_0023.png,971,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0336.png,DAVID-sim/m1596437/Labels/Video_016/v016_0336.png,159,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0213.png,DAVID-sim/m1596437/Labels/Video_016/v016_0213.png,114,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0143.png,DAVID-sim/m1596437/Labels/Video_016/v016_0143.png,323,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0280.png,DAVID-sim/m1596437/Labels/Video_016/v016_0280.png,78,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0160.png,DAVID-sim/m1596437/Labels/Video_016/v016_0160.png,292,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0274.png,DAVID-sim/m1596437/Labels/Video_016/v016_0274.png,51,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0245.png,DAVID-sim/m1596437/Labels/Video_016/v016_0245.png,100,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0239.png,DAVID-sim/m1596437/Labels/Video_016/v016_0239.png,66,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0032.png,DAVID-sim/m1596437/Labels/Video_016/v016_0032.png,2410,Medium
DAVID-sim/m1596437/Labels/Video_016,v016_0177.png,DAVID-sim/m1596437/Labels/Video_016/v016_0177.png,187,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0170.png,DAVID-sim/m1596437/Labels/Video_016/v016_0170.png,225,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0079.png,DAVID-sim/m1596437/Labels/Video_016/v016_0079.png,397,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0012.png,DAVID-sim/m1596437/Labels/Video_016/v016_0012.png,515,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0276.png,DAVID-sim/m1596437/Labels/Video_016/v016_0276.png,53,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0207.png,DAVID-sim/m1596437/Labels/Video_016/v016_0207.png,98,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0151.png,DAVID-sim/m1596437/Labels/Video_016/v016_0151.png,404,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0084.png,DAVID-sim/m1596437/Labels/Video_016/v016_0084.png,376,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0313.png,DAVID-sim/m1596437/Labels/Video_016/v016_0313.png,83,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0187.png,DAVID-sim/m1596437/Labels/Video_016/v016_0187.png,176,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0004.png,DAVID-sim/m1596437/Labels/Video_016/v016_0004.png,657,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0026.png,DAVID-sim/m1596437/Labels/Video_016/v016_0026.png,1223,Medium
DAVID-sim/m1596437/Labels/Video_016,v016_0181.png,DAVID-sim/m1596437/Labels/Video_016/v016_0181.png,160,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0089.png,DAVID-sim/m1596437/Labels/Video_016/v016_0089.png,289,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0055.png,DAVID-sim/m1596437/Labels/Video_016/v016_0055.png,364,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0073.png,DAVID-sim/m1596437/Labels/Video_016/v016_0073.png,811,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0235.png,DAVID-sim/m1596437/Labels/Video_016/v016_0235.png,94,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0250.png,DAVID-sim/m1596437/Labels/Video_016/v016_0250.png,113,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0139.png,DAVID-sim/m1596437/Labels/Video_016/v016_0139.png,296,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0178.png,DAVID-sim/m1596437/Labels/Video_016/v016_0178.png,177,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0348.png,DAVID-sim/m1596437/Labels/Video_016/v016_0348.png,187,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0101.png,DAVID-sim/m1596437/Labels/Video_016/v016_0101.png,315,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0020.png,DAVID-sim/m1596437/Labels/Video_016/v016_0020.png,786,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0096.png,DAVID-sim/m1596437/Labels/Video_016/v016_0096.png,262,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0204.png,DAVID-sim/m1596437/Labels/Video_016/v016_0204.png,86,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0338.png,DAVID-sim/m1596437/Labels/Video_016/v016_0338.png,185,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0310.png,DAVID-sim/m1596437/Labels/Video_016/v016_0310.png,102,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0215.png,DAVID-sim/m1596437/Labels/Video_016/v016_0215.png,136,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0197.png,DAVID-sim/m1596437/Labels/Video_016/v016_0197.png,147,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0269.png,DAVID-sim/m1596437/Labels/Video_016/v016_0269.png,57,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0229.png,DAVID-sim/m1596437/Labels/Video_016/v016_0229.png,83,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0072.png,DAVID-sim/m1596437/Labels/Video_016/v016_0072.png,715,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0266.png,DAVID-sim/m1596437/Labels/Video_016/v016_0266.png,84,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0049.png,DAVID-sim/m1596437/Labels/Video_016/v016_0049.png,316,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0248.png,DAVID-sim/m1596437/Labels/Video_016/v016_0248.png,98,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0124.png,DAVID-sim/m1596437/Labels/Video_016/v016_0124.png,290,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0226.png,DAVID-sim/m1596437/Labels/Video_016/v016_0226.png,86,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0112.png,DAVID-sim/m1596437/Labels/Video_016/v016_0112.png,329,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0082.png,DAVID-sim/m1596437/Labels/Video_016/v016_0082.png,405,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0345.png,DAVID-sim/m1596437/Labels/Video_016/v016_0345.png,148,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0116.png,DAVID-sim/m1596437/Labels/Video_016/v016_0116.png,370,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0152.png,DAVID-sim/m1596437/Labels/Video_016/v016_0152.png,300,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0069.png,DAVID-sim/m1596437/Labels/Video_016/v016_0069.png,586,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0074.png,DAVID-sim/m1596437/Labels/Video_016/v016_0074.png,538,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0117.png,DAVID-sim/m1596437/Labels/Video_016/v016_0117.png,388,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0210.png,DAVID-sim/m1596437/Labels/Video_016/v016_0210.png,118,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0092.png,DAVID-sim/m1596437/Labels/Video_016/v016_0092.png,213,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0062.png,DAVID-sim/m1596437/Labels/Video_016/v016_0062.png,362,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0043.png,DAVID-sim/m1596437/Labels/Video_016/v016_0043.png,440,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0326.png,DAVID-sim/m1596437/Labels/Video_016/v016_0326.png,139,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0138.png,DAVID-sim/m1596437/Labels/Video_016/v016_0138.png,285,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0011.png,DAVID-sim/m1596437/Labels/Video_016/v016_0011.png,529,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0033.png,DAVID-sim/m1596437/Labels/Video_016/v016_0033.png,2017,Medium
DAVID-sim/m1596437/Labels/Video_016,v016_0176.png,DAVID-sim/m1596437/Labels/Video_016/v016_0176.png,249,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0165.png,DAVID-sim/m1596437/Labels/Video_016/v016_0165.png,287,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0167.png,DAVID-sim/m1596437/Labels/Video_016/v016_0167.png,280,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0228.png,DAVID-sim/m1596437/Labels/Video_016/v016_0228.png,79,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0237.png,DAVID-sim/m1596437/Labels/Video_016/v016_0237.png,78,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0149.png,DAVID-sim/m1596437/Labels/Video_016/v016_0149.png,359,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0137.png,DAVID-sim/m1596437/Labels/Video_016/v016_0137.png,299,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0180.png,DAVID-sim/m1596437/Labels/Video_016/v016_0180.png,173,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0122.png,DAVID-sim/m1596437/Labels/Video_016/v016_0122.png,290,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0035.png,DAVID-sim/m1596437/Labels/Video_016/v016_0035.png,780,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0000.png,DAVID-sim/m1596437/Labels/Video_016/v016_0000.png,766,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0111.png,DAVID-sim/m1596437/Labels/Video_016/v016_0111.png,311,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0259.png,DAVID-sim/m1596437/Labels/Video_016/v016_0259.png,73,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0001.png,DAVID-sim/m1596437/Labels/Video_016/v016_0001.png,722,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0301.png,DAVID-sim/m1596437/Labels/Video_016/v016_0301.png,93,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0319.png,DAVID-sim/m1596437/Labels/Video_016/v016_0319.png,103,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0341.png,DAVID-sim/m1596437/Labels/Video_016/v016_0341.png,187,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0052.png,DAVID-sim/m1596437/Labels/Video_016/v016_0052.png,358,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0017.png,DAVID-sim/m1596437/Labels/Video_016/v016_0017.png,633,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0287.png,DAVID-sim/m1596437/Labels/Video_016/v016_0287.png,71,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0053.png,DAVID-sim/m1596437/Labels/Video_016/v016_0053.png,361,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0119.png,DAVID-sim/m1596437/Labels/Video_016/v016_0119.png,357,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0200.png,DAVID-sim/m1596437/Labels/Video_016/v016_0200.png,111,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0018.png,DAVID-sim/m1596437/Labels/Video_016/v016_0018.png,729,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0281.png,DAVID-sim/m1596437/Labels/Video_016/v016_0281.png,87,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0183.png,DAVID-sim/m1596437/Labels/Video_016/v016_0183.png,168,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0109.png,DAVID-sim/m1596437/Labels/Video_016/v016_0109.png,321,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0087.png,DAVID-sim/m1596437/Labels/Video_016/v016_0087.png,400,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0334.png,DAVID-sim/m1596437/Labels/Video_016/v016_0334.png,185,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0071.png,DAVID-sim/m1596437/Labels/Video_016/v016_0071.png,653,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0051.png,DAVID-sim/m1596437/Labels/Video_016/v016_0051.png,310,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0146.png,DAVID-sim/m1596437/Labels/Video_016/v016_0146.png,335,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0201.png,DAVID-sim/m1596437/Labels/Video_016/v016_0201.png,88,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0330.png,DAVID-sim/m1596437/Labels/Video_016/v016_0330.png,181,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0329.png,DAVID-sim/m1596437/Labels/Video_016/v016_0329.png,170,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0048.png,DAVID-sim/m1596437/Labels/Video_016/v016_0048.png,296,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0002.png,DAVID-sim/m1596437/Labels/Video_016/v016_0002.png,696,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0297.png,DAVID-sim/m1596437/Labels/Video_016/v016_0297.png,62,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0182.png,DAVID-sim/m1596437/Labels/Video_016/v016_0182.png,162,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0321.png,DAVID-sim/m1596437/Labels/Video_016/v016_0321.png,110,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0191.png,DAVID-sim/m1596437/Labels/Video_016/v016_0191.png,167,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0238.png,DAVID-sim/m1596437/Labels/Video_016/v016_0238.png,73,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0247.png,DAVID-sim/m1596437/Labels/Video_016/v016_0247.png,100,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0271.png,DAVID-sim/m1596437/Labels/Video_016/v016_0271.png,57,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0042.png,DAVID-sim/m1596437/Labels/Video_016/v016_0042.png,1200,Medium
DAVID-sim/m1596437/Labels/Video_016,v016_0070.png,DAVID-sim/m1596437/Labels/Video_016/v016_0070.png,620,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0222.png,DAVID-sim/m1596437/Labels/Video_016/v016_0222.png,109,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0169.png,DAVID-sim/m1596437/Labels/Video_016/v016_0169.png,248,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0257.png,DAVID-sim/m1596437/Labels/Video_016/v016_0257.png,94,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0019.png,DAVID-sim/m1596437/Labels/Video_016/v016_0019.png,799,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0230.png,DAVID-sim/m1596437/Labels/Video_016/v016_0230.png,81,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0214.png,DAVID-sim/m1596437/Labels/Video_016/v016_0214.png,116,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0056.png,DAVID-sim/m1596437/Labels/Video_016/v016_0056.png,399,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0244.png,DAVID-sim/m1596437/Labels/Video_016/v016_0244.png,102,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0153.png,DAVID-sim/m1596437/Labels/Video_016/v016_0153.png,289,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0278.png,DAVID-sim/m1596437/Labels/Video_016/v016_0278.png,62,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0342.png,DAVID-sim/m1596437/Labels/Video_016/v016_0342.png,172,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0036.png,DAVID-sim/m1596437/Labels/Video_016/v016_0036.png,862,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0309.png,DAVID-sim/m1596437/Labels/Video_016/v016_0309.png,100,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0113.png,DAVID-sim/m1596437/Labels/Video_016/v016_0113.png,332,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0279.png,DAVID-sim/m1596437/Labels/Video_016/v016_0279.png,69,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0246.png,DAVID-sim/m1596437/Labels/Video_016/v016_0246.png,100,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0142.png,DAVID-sim/m1596437/Labels/Video_016/v016_0142.png,311,Low
DAVID-sim/m1596437/Labels/Video_016,v016_0107.png,DAVID-sim/m1596437/Labels/Video_016/v016_0107.png,332,Low
